"u:0","u:1","u:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00083287,-2.9916e-06,3.35e-06,1,0,10,0.8,0
0.089439,-2.0279e-05,6.6652e-06,1,0.002,10,0.8,0.002
0.17971,-3.7566e-05,9.9803e-06,1,0.004,10,0.8,0.004
0.26998,-5.4853e-05,1.3295e-05,1,0.006,10,0.8,0.006
0.36025,-7.214e-05,1.6611e-05,1,0.008,10,0.8,0.008
0.45053,-8.9427e-05,1.9926e-05,1,0.01,10,0.8,0.01
0.5408,-0.00010671,2.3241e-05,1,0.012,10,0.8,0.012
0.63107,-0.000124,2.6556e-05,1,0.014,10,0.8,0.014
0.72134,-0.00014129,2.9871e-05,1,0.016,10,0.8,0.016
0.81319,-0.00015143,2.9264e-05,1,0.018,10,0.8,0.018
0.90584,-0.00015799,2.6696e-05,1,0.02,10,0.8,0.02
0.99848,-0.00016455,2.4127e-05,1,0.022,10,0.8,0.022
1.0911,-0.00017112,2.1559e-05,1,0.024,10,0.8,0.024
1.1838,-0.00017768,1.8991e-05,1,0.026,10,0.8,0.026
1.2764,-0.00018424,1.6423e-05,1,0.028,10,0.8,0.028
1.3691,-0.00019081,1.3854e-05,1,0.03,10,0.8,0.03
1.4617,-0.00019737,1.1286e-05,1,0.032,10,0.8,0.032
1.5527,-0.00020312,9.6746e-06,1,0.034,10,0.8,0.034
1.6403,-0.00020722,9.9768e-06,1,0.036,10,0.8,0.036
1.7279,-0.00021133,1.0279e-05,1,0.038,10,0.8,0.038
1.8154,-0.00021544,1.0581e-05,1,0.04,10,0.8,0.04
1.903,-0.00021954,1.0884e-05,1,0.042,10,0.8,0.042
1.9906,-0.00022365,1.1186e-05,1,0.044,10,0.8,0.044
2.0782,-0.00022776,1.1488e-05,1,0.046,10,0.8,0.046
2.1658,-0.00023186,1.179e-05,1,0.048,10,0.8,0.048
2.2534,-0.00023597,1.2092e-05,1,0.05,10,0.8,0.05
2.339,-0.00023953,1.4559e-05,1,0.052,10,0.8,0.052
2.4246,-0.00024309,1.7025e-05,1,0.054,10,0.8,0.054
2.5101,-0.00024665,1.9491e-05,1,0.056,10,0.8,0.056
2.5957,-0.00025021,2.1957e-05,1,0.058,10,0.8,0.058
2.6812,-0.00025377,2.4424e-05,1,0.06,10,0.8,0.06
2.7668,-0.00025733,2.689e-05,1,0.062,10,0.8,0.062
2.8524,-0.00026089,2.9356e-05,1,0.064,10,0.8,0.064
2.9379,-0.00026444,3.1822e-05,1,0.066,10,0.8,0.066
3.022,-0.00026767,3.3024e-05,1,0.068,10,0.8,0.068
3.1054,-0.00027074,3.3593e-05,1,0.07,10,0.8,0.07
3.1888,-0.0002738,3.4163e-05,1,0.072,10,0.8,0.072
3.2722,-0.00027687,3.4732e-05,1,0.074,10,0.8,0.074
3.3556,-0.00027993,3.5301e-05,1,0.076,10,0.8,0.076
3.439,-0.000283,3.5871e-05,1,0.078,10,0.8,0.078
3.5224,-0.00028606,3.644e-05,1,0.08,10,0.8,0.08
3.6058,-0.00028913,3.701e-05,1,0.082,10,0.8,0.082
3.6885,-0.00029205,3.7252e-05,1,0.084,10,0.8,0.084
3.7696,-0.00029468,3.6842e-05,1,0.086,10,0.8,0.086
3.8508,-0.00029731,3.6432e-05,1,0.088,10,0.8,0.088
3.9319,-0.00029994,3.6022e-05,1,0.09,10,0.8,0.09
4.0131,-0.00030256,3.5612e-05,1,0.092,10,0.8,0.092
4.0942,-0.00030519,3.5202e-05,1,0.094,10,0.8,0.094
4.1754,-0.00030782,3.4792e-05,1,0.096,10,0.8,0.096
4.2565,-0.00031045,3.4382e-05,1,0.098,10,0.8,0.098
4.3377,-0.00031308,3.3972e-05,1,0.1,10,0.8,0.1
4.4167,-0.00031529,3.335e-05,1,0.102,10,0.8,0.102
4.4957,-0.0003175,3.2728e-05,1,0.104,10,0.8,0.104
4.5746,-0.00031971,3.2106e-05,1,0.106,10,0.8,0.106
4.6536,-0.00032192,3.1483e-05,1,0.108,10,0.8,0.108
4.7326,-0.00032413,3.0861e-05,1,0.11,10,0.8,0.11
4.8116,-0.00032633,3.0239e-05,1,0.112,10,0.8,0.112
4.8906,-0.00032854,2.9617e-05,1,0.114,10,0.8,0.114
4.9696,-0.00033075,2.8994e-05,1,0.116,10,0.8,0.116
5.0471,-0.00033269,2.8325e-05,1,0.118,10,0.8,0.118
5.124,-0.0003345,2.7633e-05,1,0.12,10,0.8,0.12
5.2009,-0.0003363,2.6941e-05,1,0.122,10,0.8,0.122
5.2777,-0.0003381,2.6249e-05,1,0.124,10,0.8,0.124
5.3546,-0.00033991,2.5557e-05,1,0.126,10,0.8,0.126
5.4315,-0.00034171,2.4864e-05,1,0.128,10,0.8,0.128
5.5083,-0.00034351,2.4172e-05,1,0.13,10,0.8,0.13
5.5852,-0.00034532,2.348e-05,1,0.132,10,0.8,0.132
5.6614,-0.00034699,2.2791e-05,1,0.134,10,0.8,0.134
5.7362,-0.0003484,2.2109e-05,1,0.136,10,0.8,0.136
5.8109,-0.00034981,2.1427e-05,1,0.138,10,0.8,0.138
5.8857,-0.00035123,2.0745e-05,1,0.14,10,0.8,0.14
5.9605,-0.00035264,2.0063e-05,1,0.142,10,0.8,0.142
6.0353,-0.00035405,1.9381e-05,1,0.144,10,0.8,0.144
6.11,-0.00035546,1.8699e-05,1,0.146,10,0.8,0.146
6.1848,-0.00035687,1.8017e-05,1,0.148,10,0.8,0.148
6.2596,-0.00035828,1.7335e-05,1,0.15,10,0.8,0.15
6.3323,-0.00035931,1.6793e-05,1,0.152,10,0.8,0.152
6.405,-0.00036033,1.6251e-05,1,0.154,10,0.8,0.154
6.4778,-0.00036136,1.5708e-05,1,0.156,10,0.8,0.156
6.5505,-0.00036238,1.5166e-05,1,0.158,10,0.8,0.158
6.6232,-0.0003634,1.4624e-05,1,0.16,10,0.8,0.16
6.6959,-0.00036443,1.4082e-05,1,0.162,10,0.8,0.162
6.7686,-0.00036545,1.354e-05,1,0.164,10,0.8,0.164
6.8413,-0.00036648,1.2998e-05,1,0.166,10,0.8,0.166
6.9127,-0.00036726,1.2676e-05,1,0.168,10,0.8,0.168
6.9834,-0.00036792,1.2463e-05,1,0.17,10,0.8,0.17
7.0541,-0.00036859,1.2251e-05,1,0.172,10,0.8,0.172
7.1248,-0.00036925,1.2038e-05,1,0.174,10,0.8,0.174
7.1955,-0.00036991,1.1826e-05,1,0.176,10,0.8,0.176
7.2662,-0.00037058,1.1613e-05,1,0.178,10,0.8,0.178
7.3369,-0.00037124,1.14e-05,1,0.18,10,0.8,0.18
7.4076,-0.0003719,1.1188e-05,1,0.182,10,0.8,0.182
7.4776,-0.00037244,1.1136e-05,1,0.184,10,0.8,0.184
7.5463,-0.00037274,1.1406e-05,1,0.186,10,0.8,0.186
7.615,-0.00037304,1.1675e-05,1,0.188,10,0.8,0.188
7.6837,-0.00037334,1.1945e-05,1,0.19,10,0.8,0.19
7.7524,-0.00037363,1.2215e-05,1,0.192,10,0.8,0.192
7.8211,-0.00037393,1.2484e-05,1,0.194,10,0.8,0.194
7.8898,-0.00037423,1.2754e-05,1,0.196,10,0.8,0.196
7.9585,-0.00037453,1.3023e-05,1,0.198,10,0.8,0.198
8.0272,-0.00037483,1.3293e-05,1,0.2,10,0.8,0.2
