"u:0","u:1","u:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00081403,-1.4056e-10,3.9968e-09,1,0,10,0,0
-0.00081423,-1.9976e-09,-3.9449e-08,1,0.002,10,0,0.002
-0.00081443,-3.8546e-09,-8.2894e-08,1,0.004,10,0,0.004
-0.00081464,-5.7116e-09,-1.2634e-07,1,0.006,10,0,0.006
-0.00081484,-7.5686e-09,-1.6978e-07,1,0.008,10,0,0.008
-0.00081504,-9.4256e-09,-2.1323e-07,1,0.01,10,0,0.01
-0.00081524,-1.1283e-08,-2.5668e-07,1,0.012,10,0,0.012
-0.00081544,-1.314e-08,-3.0012e-07,1,0.014,10,0,0.014
-0.00081565,-1.4997e-08,-3.4357e-07,1,0.016,10,0,0.016
-0.00081572,-1.3158e-08,-4.0139e-07,1,0.018,10,0,0.018
-0.00081573,-9.4704e-09,-4.6641e-07,1,0.02,10,0,0.02
-0.00081573,-5.7832e-09,-5.3143e-07,1,0.022,10,0,0.022
-0.00081574,-2.096e-09,-5.9645e-07,1,0.024,10,0,0.024
-0.00081575,1.5911e-09,-6.6147e-07,1,0.026,10,0,0.026
-0.00081575,5.2783e-09,-7.2649e-07,1,0.028,10,0,0.028
-0.00081576,8.9655e-09,-7.915e-07,1,0.03,10,0,0.03
-0.00081577,1.2653e-08,-8.5652e-07,1,0.032,10,0,0.032
-0.00081579,1.6904e-08,-9.2532e-07,1,0.034,10,0,0.034
-0.00081585,2.2282e-08,-1.0017e-06,1,0.036,10,0,0.036
-0.00081591,2.7661e-08,-1.078e-06,1,0.038,10,0,0.038
-0.00081598,3.3039e-08,-1.1544e-06,1,0.04,10,0,0.04
-0.00081604,3.8418e-08,-1.2307e-06,1,0.042,10,0,0.042
-0.0008161,4.3796e-08,-1.3071e-06,1,0.044,10,0,0.044
-0.00081616,4.9175e-08,-1.3834e-06,1,0.046,10,0,0.046
-0.00081622,5.4553e-08,-1.4598e-06,1,0.048,10,0,0.048
-0.00081628,5.9932e-08,-1.5361e-06,1,0.05,10,0,0.05
-0.00081631,6.5948e-08,-1.6189e-06,1,0.052,10,0,0.052
-0.00081634,7.1965e-08,-1.7016e-06,1,0.054,10,0,0.054
-0.00081638,7.7981e-08,-1.7844e-06,1,0.056,10,0,0.056
-0.00081641,8.3998e-08,-1.8671e-06,1,0.058,10,0,0.058
-0.00081645,9.0014e-08,-1.9499e-06,1,0.06,10,0,0.06
-0.00081648,9.6031e-08,-2.0327e-06,1,0.062,10,0,0.062
-0.00081651,1.0205e-07,-2.1154e-06,1,0.064,10,0,0.064
-0.00081655,1.0806e-07,-2.1982e-06,1,0.066,10,0,0.066
-0.00081655,1.143e-07,-2.2853e-06,1,0.068,10,0,0.068
-0.00081654,1.2063e-07,-2.3747e-06,1,0.07,10,0,0.07
-0.00081653,1.2697e-07,-2.464e-06,1,0.072,10,0,0.072
-0.00081652,1.3331e-07,-2.5534e-06,1,0.074,10,0,0.074
-0.00081651,1.3965e-07,-2.6427e-06,1,0.076,10,0,0.076
-0.0008165,1.4599e-07,-2.7321e-06,1,0.078,10,0,0.078
-0.00081649,1.5233e-07,-2.8214e-06,1,0.08,10,0,0.08
-0.00081648,1.5867e-07,-2.9108e-06,1,0.082,10,0,0.082
-0.00081646,1.6521e-07,-3.0021e-06,1,0.084,10,0,0.084
-0.00081644,1.7217e-07,-3.0974e-06,1,0.086,10,0,0.086
-0.00081642,1.7912e-07,-3.1928e-06,1,0.088,10,0,0.088
-0.0008164,1.8607e-07,-3.2881e-06,1,0.09,10,0,0.09
-0.00081638,1.9302e-07,-3.3834e-06,1,0.092,10,0,0.092
-0.00081636,1.9997e-07,-3.4787e-06,1,0.094,10,0,0.094
-0.00081633,2.0693e-07,-3.5741e-06,1,0.096,10,0,0.096
-0.00081631,2.1388e-07,-3.6694e-06,1,0.098,10,0,0.098
-0.00081629,2.2083e-07,-3.7647e-06,1,0.1,10,0,0.1
-0.00081627,2.2791e-07,-3.8648e-06,1,0.102,10,0,0.102
-0.00081625,2.3498e-07,-3.9648e-06,1,0.104,10,0,0.104
-0.00081624,2.4206e-07,-4.0648e-06,1,0.106,10,0,0.106
-0.00081622,2.4914e-07,-4.1649e-06,1,0.108,10,0,0.108
-0.0008162,2.5621e-07,-4.2649e-06,1,0.11,10,0,0.11
-0.00081618,2.6329e-07,-4.3649e-06,1,0.112,10,0,0.112
-0.00081616,2.7037e-07,-4.465e-06,1,0.114,10,0,0.114
-0.00081615,2.7744e-07,-4.565e-06,1,0.116,10,0,0.116
-0.00081613,2.8477e-07,-4.6673e-06,1,0.118,10,0,0.118
-0.00081611,2.9223e-07,-4.7706e-06,1,0.12,10,0,0.12
-0.0008161,2.9968e-07,-4.874e-06,1,0.122,10,0,0.122
-0.00081608,3.0714e-07,-4.9774e-06,1,0.124,10,0,0.124
-0.00081606,3.1459e-07,-5.0808e-06,1,0.126,10,0,0.126
-0.00081605,3.2205e-07,-5.1842e-06,1,0.128,10,0,0.128
-0.00081603,3.295e-07,-5.2875e-06,1,0.13,10,0,0.13
-0.00081601,3.3696e-07,-5.3909e-06,1,0.132,10,0,0.132
-0.000816,3.4444e-07,-5.4948e-06,1,0.134,10,0,0.134
-0.00081598,3.5197e-07,-5.5997e-06,1,0.136,10,0,0.136
-0.00081596,3.595e-07,-5.7046e-06,1,0.138,10,0,0.138
-0.00081595,3.6704e-07,-5.8095e-06,1,0.14,10,0,0.14
-0.00081593,3.7457e-07,-5.9143e-06,1,0.142,10,0,0.142
-0.00081591,3.8211e-07,-6.0192e-06,1,0.144,10,0,0.144
-0.00081589,3.8964e-07,-6.1241e-06,1,0.146,10,0,0.146
-0.00081588,3.9718e-07,-6.229e-06,1,0.148,10,0,0.148
-0.00081586,4.0471e-07,-6.3339e-06,1,0.15,10,0,0.15
-0.00081584,4.124e-07,-6.438e-06,1,0.152,10,0,0.152
-0.00081582,4.2009e-07,-6.5421e-06,1,0.154,10,0,0.154
-0.00081581,4.2778e-07,-6.6463e-06,1,0.156,10,0,0.156
-0.00081579,4.3548e-07,-6.7504e-06,1,0.158,10,0,0.158
-0.00081577,4.4317e-07,-6.8545e-06,1,0.16,10,0,0.16
-0.00081575,4.5086e-07,-6.9587e-06,1,0.162,10,0,0.162
-0.00081573,4.5855e-07,-7.0628e-06,1,0.164,10,0,0.164
