"u:0","u:1","u:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00014007,3.3765e-07,1.5494e-06,1,0,10,0.2,0
1.441,-7.5266e-05,-0.00054812,1,0.002,10,0.2,0.002
2.8822,-0.00015087,-0.0010978,1,0.004,10,0.2,0.004
4.3233,-0.00022647,-0.0016475,1,0.006,10,0.2,0.006
5.7645,-0.00030208,-0.0021971,1,0.008,10,0.2,0.008
7.2057,-0.00037768,-0.0027468,1,0.01,10,0.2,0.01
8.6468,-0.00045329,-0.0032965,1,0.012,10,0.2,0.012
10.088,-0.00052889,-0.0038462,1,0.014,10,0.2,0.014
11.529,-0.00060449,-0.0043958,1,0.016,10,0.2,0.016
12.97,-0.0006801,-0.0049455,1,0.018,10,0.2,0.018
14.411,-0.0007557,-0.0054952,1,0.02,10,0.2,0.02
15.261,-0.00079587,-0.0052523,1,0.022,10,0.2,0.022
16.11,-0.00083604,-0.0050095,1,0.024,10,0.2,0.024
16.959,-0.00087621,-0.0047667,1,0.026,10,0.2,0.026
17.808,-0.00091638,-0.0045239,1,0.028,10,0.2,0.028
18.657,-0.00095655,-0.004281,1,0.03,10,0.2,0.03
19.506,-0.00099672,-0.0040382,1,0.032,10,0.2,0.032
20.355,-0.0010369,-0.0037954,1,0.034,10,0.2,0.034
21.204,-0.0010771,-0.0035526,1,0.036,10,0.2,0.036
22.054,-0.0011172,-0.0033097,1,0.038,10,0.2,0.038
22.903,-0.0011574,-0.0030669,1,0.04,10,0.2,0.04
23.273,-0.0011509,-0.0030246,1,0.042,10,0.2,0.042
23.643,-0.0011444,-0.0029822,1,0.044,10,0.2,0.044
24.012,-0.0011379,-0.0029399,1,0.046,10,0.2,0.046
24.382,-0.0011314,-0.0028976,1,0.048,10,0.2,0.048
24.752,-0.0011249,-0.0028552,1,0.05,10,0.2,0.05
25.122,-0.0011184,-0.0028129,1,0.052,10,0.2,0.052
25.492,-0.0011119,-0.0027706,1,0.054,10,0.2,0.054
25.862,-0.0011054,-0.0027282,1,0.056,10,0.2,0.056
26.232,-0.0010989,-0.0026859,1,0.058,10,0.2,0.058
26.602,-0.0010924,-0.0026436,1,0.06,10,0.2,0.06
26.671,-0.0010736,-0.002559,1,0.062,10,0.2,0.062
26.74,-0.0010549,-0.0024744,1,0.064,10,0.2,0.064
26.809,-0.0010361,-0.0023898,1,0.066,10,0.2,0.066
26.878,-0.0010174,-0.0023052,1,0.068,10,0.2,0.068
26.947,-0.00099863,-0.0022206,1,0.07,10,0.2,0.07
27.016,-0.00097989,-0.0021361,1,0.072,10,0.2,0.072
27.085,-0.00096114,-0.0020515,1,0.074,10,0.2,0.074
27.154,-0.00094239,-0.0019669,1,0.076,10,0.2,0.076
27.223,-0.00092365,-0.0018823,1,0.078,10,0.2,0.078
27.292,-0.0009049,-0.0017977,1,0.08,10,0.2,0.08
27.176,-0.00088013,-0.0017373,1,0.082,10,0.2,0.082
27.059,-0.00085535,-0.0016769,1,0.084,10,0.2,0.084
26.943,-0.00083058,-0.0016164,1,0.086,10,0.2,0.086
26.827,-0.0008058,-0.001556,1,0.088,10,0.2,0.088
26.711,-0.00078103,-0.0014956,1,0.09,10,0.2,0.09
26.594,-0.00075625,-0.0014352,1,0.092,10,0.2,0.092
26.478,-0.00073148,-0.0013747,1,0.094,10,0.2,0.094
26.362,-0.0007067,-0.0013143,1,0.096,10,0.2,0.096
26.245,-0.00068193,-0.0012539,1,0.098,10,0.2,0.098
26.129,-0.00065715,-0.0011934,1,0.1,10,0.2,0.1
25.914,-0.0006334,-0.0011437,1,0.102,10,0.2,0.102
25.7,-0.00060965,-0.0010939,1,0.104,10,0.2,0.104
25.485,-0.00058591,-0.0010442,1,0.106,10,0.2,0.106
25.27,-0.00056216,-0.00099441,1,0.108,10,0.2,0.108
25.055,-0.00053841,-0.00094466,1,0.11,10,0.2,0.11
24.841,-0.00051466,-0.00089491,1,0.112,10,0.2,0.112
24.626,-0.00049091,-0.00084515,1,0.114,10,0.2,0.114
24.411,-0.00046716,-0.0007954,1,0.116,10,0.2,0.116
24.196,-0.00044341,-0.00074565,1,0.118,10,0.2,0.118
23.982,-0.00041967,-0.00069589,1,0.12,10,0.2,0.12
23.724,-0.00039902,-0.0006616,1,0.122,10,0.2,0.122
23.466,-0.00037837,-0.00062731,1,0.124,10,0.2,0.124
23.208,-0.00035773,-0.00059302,1,0.126,10,0.2,0.126
22.95,-0.00033708,-0.00055873,1,0.128,10,0.2,0.128
22.692,-0.00031644,-0.00052444,1,0.13,10,0.2,0.13
22.434,-0.00029579,-0.00049015,1,0.132,10,0.2,0.132
22.176,-0.00027515,-0.00045586,1,0.134,10,0.2,0.134
21.918,-0.0002545,-0.00042157,1,0.136,10,0.2,0.136
21.66,-0.00023386,-0.00038727,1,0.138,10,0.2,0.138
21.402,-0.00021321,-0.00035298,1,0.14,10,0.2,0.14
21.134,-0.00019634,-0.00033218,1,0.142,10,0.2,0.142
20.867,-0.00017947,-0.00031137,1,0.144,10,0.2,0.144
20.599,-0.0001626,-0.00029056,1,0.146,10,0.2,0.146
20.332,-0.00014573,-0.00026976,1,0.148,10,0.2,0.148
20.064,-0.00012885,-0.00024895,1,0.15,10,0.2,0.15
19.797,-0.00011198,-0.00022814,1,0.152,10,0.2,0.152
19.529,-9.5112e-05,-0.00020733,1,0.154,10,0.2,0.154
19.262,-7.824e-05,-0.00018653,1,0.156,10,0.2,0.156
18.994,-6.1368e-05,-0.00016572,1,0.158,10,0.2,0.158
18.727,-4.4497e-05,-0.00014491,1,0.16,10,0.2,0.16
18.469,-3.1252e-05,-0.00013582,1,0.162,10,0.2,0.162
18.211,-1.8007e-05,-0.00012673,1,0.164,10,0.2,0.164
17.953,-4.7616e-06,-0.00011763,1,0.166,10,0.2,0.166
17.695,8.4835e-06,-0.00010854,1,0.168,10,0.2,0.168
17.437,2.1729e-05,-9.9447e-05,1,0.17,10,0.2,0.17
17.179,3.4974e-05,-9.0354e-05,1,0.172,10,0.2,0.172
16.921,4.8219e-05,-8.126e-05,1,0.174,10,0.2,0.174
16.663,6.1464e-05,-7.2167e-05,1,0.176,10,0.2,0.176
16.405,7.4709e-05,-6.3074e-05,1,0.178,10,0.2,0.178
16.147,8.7954e-05,-5.3981e-05,1,0.18,10,0.2,0.18
15.908,9.8107e-05,-5.394e-05,1,0.182,10,0.2,0.182
15.67,0.00010826,-5.39e-05,1,0.184,10,0.2,0.184
15.432,0.00011841,-5.3859e-05,1,0.186,10,0.2,0.186
15.193,0.00012857,-5.3819e-05,1,0.188,10,0.2,0.188
14.955,0.00013872,-5.3778e-05,1,0.19,10,0.2,0.19
14.716,0.00014887,-5.3738e-05,1,0.192,10,0.2,0.192
14.478,0.00015902,-5.3698e-05,1,0.194,10,0.2,0.194
14.24,0.00016918,-5.3657e-05,1,0.196,10,0.2,0.196
14.001,0.00017933,-5.3617e-05,1,0.198,10,0.2,0.198
