"u:0","u:1","u:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00045478,2.326e-07,-3.9809e-06,1,0,10,0.8,0
2.2476,4.7533e-05,-0.00080868,1,0.002,10,0.8,0.002
4.4957,9.4834e-05,-0.0016134,1,0.004,10,0.8,0.004
6.7438,0.00014213,-0.0024181,1,0.006,10,0.8,0.006
8.9919,0.00018944,-0.0032228,1,0.008,10,0.8,0.008
11.24,0.00023674,-0.0040275,1,0.01,10,0.8,0.01
13.488,0.00028404,-0.0048322,1,0.012,10,0.8,0.012
15.736,0.00033134,-0.0056369,1,0.014,10,0.8,0.014
17.984,0.00037864,-0.0064415,1,0.016,10,0.8,0.016
20.232,0.00042594,-0.0072462,1,0.018,10,0.8,0.018
22.481,0.00047324,-0.0080509,1,0.02,10,0.8,0.02
24.114,0.00048883,-0.0076614,1,0.022,10,0.8,0.022
25.747,0.00050442,-0.0072719,1,0.024,10,0.8,0.024
27.38,0.00052001,-0.0068824,1,0.026,10,0.8,0.026
29.013,0.0005356,-0.0064929,1,0.028,10,0.8,0.028
30.646,0.00055119,-0.0061034,1,0.03,10,0.8,0.03
32.279,0.00056678,-0.0057139,1,0.032,10,0.8,0.032
33.912,0.00058238,-0.0053244,1,0.034,10,0.8,0.034
35.545,0.00059797,-0.0049349,1,0.036,10,0.8,0.036
37.178,0.00061356,-0.0045454,1,0.038,10,0.8,0.038
38.812,0.00062915,-0.0041558,1,0.04,10,0.8,0.04
39.831,0.00065081,-0.0040857,1,0.042,10,0.8,0.042
40.85,0.00067248,-0.0040156,1,0.044,10,0.8,0.044
41.869,0.00069415,-0.0039455,1,0.046,10,0.8,0.046
42.888,0.00071581,-0.0038754,1,0.048,10,0.8,0.048
43.908,0.00073748,-0.0038053,1,0.05,10,0.8,0.05
44.927,0.00075915,-0.0037352,1,0.052,10,0.8,0.052
45.946,0.00078081,-0.0036651,1,0.054,10,0.8,0.054
46.965,0.00080248,-0.003595,1,0.056,10,0.8,0.056
47.985,0.00082415,-0.0035249,1,0.058,10,0.8,0.058
49.004,0.00084581,-0.0034548,1,0.06,10,0.8,0.06
49.551,0.000857,-0.0033281,1,0.062,10,0.8,0.062
50.098,0.00086818,-0.0032014,1,0.064,10,0.8,0.064
50.646,0.00087936,-0.0030747,1,0.066,10,0.8,0.066
51.193,0.00089054,-0.0029481,1,0.068,10,0.8,0.068
51.74,0.00090173,-0.0028214,1,0.07,10,0.8,0.07
52.288,0.00091291,-0.0026947,1,0.072,10,0.8,0.072
52.835,0.00092409,-0.002568,1,0.074,10,0.8,0.074
53.382,0.00093527,-0.0024413,1,0.076,10,0.8,0.076
53.93,0.00094646,-0.0023147,1,0.078,10,0.8,0.078
54.477,0.00095764,-0.002188,1,0.08,10,0.8,0.08
